Name,Age,GPA,Credits Completed,Year,Pathway
Linda Jones,17,1.69,28,Super Senior,Early Childhood Education
Jennifer Brown,19,2.11,6,Freshman,Business
Daniel Jones,15,3.19,13,Freshman,Business
David Anderson,19,3.81,39,Senior,Biology
Paul Davis,18,2.34,15,Sophomore,Early College
Kevin Thomas,15,4.41,60,Super Senior,Criminal Justice
Linda Thomas,18,2.57,57,Super Senior,Early College
Kevin West,19,2.93,27,Sophomore,Early College
Mary Johnson,17,0.47,42,Super Senior,Biology
Daniel Anderson,18,0.43,11,Freshman,Engineering
Chris Smith,14,3.93,13,Jenior,Early Childhood Education
Mary Smith,19,0.8,38,Senior,Early Childhood Education
Linda Smith,19,0.35,22,Freshman,Early College
Daniel Taylor ,16,2.01,31,Sophomore,Medical
John Miller,15,3.3,23,Super Senior,Engineering
Mike Wilson,16,1.7,45,Freshman,Early College
Robert Davis,17,1.87,59,Super Senior,Criminal Justice
Chris Jones,19,1.29,59,Freshman,Biology
James Johnson,17,3.81,38,Freshman,Biology
Chris Davis,19,4.27,48,Senior,Early Childhood Education
Robert Wilson,17,4.3,41,Senior,Early College
James Johnson,19,3.99,49,Super Senior,Marketing
Elizabeth Davis,14,2.15,29,Freshman,Engineering
Mike Moore,16,4.06,28,Senior,Business
Kevin Wilson,18,0.37,26,Jenior,Engineering
Mark Moore,15,3.69,26,Jenior,Engineering
Patricia Wilson,15,4.08,25,Jenior,Early Childhood Education
Mike Jones,19,3.77,20,Freshman,Engineering
Linda Johnson,15,0.54,14,Freshman,Early College
Kanye Moore,15,1.44,41,Super Senior,Marketing
Mary Miller,18,4.16,50,Jenior,Medical
Mary West,16,0.74,2,Jenior,Marketing
Elizabeth Smith,15,0.75,59,Senior,Biology
Chris Thomas,15,0.65,6,Jenior,Biology
James Johnson,15,2.21,15,Sophomore,Early Childhood Education
Mike Anderson,17,0.53,18,Freshman,Business
Mary West,14,1.44,24,Sophomore,Medical
Mark Johnson,18,2.93,41,Super Senior,Medical
Robert West,19,2.35,60,Jenior,Medical
Mark Johnson,18,2.81,49,Sophomore,Marketing
Paul Anderson,18,2.43,54,Jenior,Engineering
Kevin Moore,18,0.56,56,Senior,Medical
James Wilson,19,2.16,11,Freshman,Criminal Justice
Kanye Brown,15,0.59,35,Jenior,Engineering
Kevin Anderson,15,3.96,21,Senior,Marketing
Robert Williams,16,0.34,57,Senior,Early College
Mary Anderson,14,4.48,7,Jenior,Criminal Justice
Elizabeth Anderson,18,1.01,34,Super Senior,Engineering
James Moore,14,2.24,58,Senior,Criminal Justice
Jennifer Smith,17,0.88,3,Jenior,Medical
Robert Williams,14,2.64,44,Super Senior,Business
Chris Jones,17,4.24,43,Jenior,Criminal Justice
Robert Miller,17,2.44,56,Senior,Marketing
David Miller,14,2.34,9,Senior,Criminal Justice
Elizabeth Williams,17,3.2,47,Senior,Biology
Kevin West,16,1.48,56,Super Senior,Biology
Linda Thomas,18,1.19,4,Freshman,Engineering
Chris Smith,14,4.37,15,Jenior,Engineering
James Smith,19,1.64,5,Jenior,Engineering
Robert Miller,17,3.93,19,Jenior,Medical
Chris Davis,19,1.59,35,Super Senior,Criminal Justice
Chris Brown,17,3.75,59,Super Senior,Biology
Linda Johnson,14,2.51,42,Jenior,Business
John West,16,4.08,1,Freshman,Criminal Justice
Kanye Moore,14,0.9,16,Senior,Business
Paul Brown,15,3.05,18,Super Senior,Business
Jennifer Brown,14,1.48,36,Jenior,Engineering
Linda Wilson,14,0.4,31,Jenior,Medical
Robert Anderson,16,4.11,4,Super Senior,Early College
Mary Miller,18,3.57,58,Sophomore,Engineering
Elizabeth Wilson,16,1.82,56,Senior,Criminal Justice
John Anderson,18,3.15,38,Super Senior,Biology
Daniel Wilson,15,1.95,30,Sophomore,Early Childhood Education
Mary West,18,2.67,22,Freshman,Engineering
David Miller,18,4.35,31,Super Senior,Engineering
David Williams,19,1.1,10,Jenior,Medical
Mary Moore,15,2.26,40,Freshman,Early College
Elizabeth Davis,17,3.59,35,Jenior,Early College
David Brown,15,1.77,2,Super Senior,Early Childhood Education
Robert Jones,18,0.61,39,Super Senior,Biology
James Smith,15,0.81,13,Senior,Early College
Mark Davis,15,2.86,28,Sophomore,Early College
Paul Jones,19,3.99,30,Super Senior,Engineering
Kanye West,14,3.4,58,Sophomore,Criminal Justice
Robert Anderson,16,3.06,6,Jenior,Early College
Mike Thomas,17,1.63,12,Jenior,Business
David Smith,16,2.24,25,Senior,Business
Mary Taylor ,19,1.61,51,Super Senior,Medical
Linda Jones,14,0.81,49,Sophomore,Marketing
Linda Anderson,17,1.11,54,Jenior,Medical
Kanye Moore,18,1.96,7,Sophomore,Business
Mary Williams,14,2.39,13,Jenior,Biology
Paul Brown,19,3.11,43,Sophomore,Biology
Elizabeth Williams,15,3.13,9,Super Senior,Medical
James Davis,15,4.46,16,Jenior,Marketing
Mark Brown,18,1.99,27,Jenior,Biology
Kanye Davis,19,0.74,4,Sophomore,Criminal Justice
Paul West,18,2.91,35,Sophomore,Early Childhood Education
Chris Brown,19,3.81,29,Super Senior,Medical
Mike Davis,15,3.54,58,Sophomore,Early College
John Taylor ,17,4.47,31,Sophomore,Early College
Elizabeth Wilson,17,1.27,59,Freshman,Engineering
Daniel Davis,19,1.83,24,Freshman,Marketing
Patricia Davis,15,1.95,56,Senior,Early College
John Williams,19,3.65,54,Jenior,Engineering
Daniel Thomas,15,3.65,32,Jenior,Marketing
David Williams,14,2.14,42,Sophomore,Early College
Daniel Miller,18,4.01,41,Freshman,Biology
Paul Taylor ,17,2.44,32,Sophomore,Business
Mary Johnson,19,0.56,36,Super Senior,Business
Kevin Thomas,17,2.37,12,Super Senior,Biology
Mary Williams,17,2.88,41,Senior,Engineering
James Moore,17,3.18,10,Senior,Business
Jennifer Anderson,15,3.09,22,Jenior,Medical
Chris Wilson,19,1.79,20,Freshman,Criminal Justice
John Wilson,18,0.6,1,Senior,Medical
Mark Wilson,18,1.49,7,Jenior,Medical
Jennifer Taylor ,14,4.4,18,Senior,Early College
Robert Anderson,15,3.56,38,Super Senior,Criminal Justice
David Williams,16,3.24,54,Super Senior,Medical
Mary Anderson,17,1.46,14,Super Senior,Biology
Kevin Johnson,19,4.1,52,Senior,Early College
Paul Johnson,14,1.0,9,Freshman,Business
Kevin Smith,14,2.53,53,Jenior,Business
Kevin Anderson,14,1.72,31,Super Senior,Early Childhood Education
Elizabeth Taylor ,19,3.13,55,Super Senior,Biology
Paul Davis,19,3.92,15,Sophomore,Engineering
James Taylor ,14,0.52,2,Sophomore,Medical
Robert Williams,19,3.37,56,Sophomore,Medical
Mary Anderson,18,3.78,54,Senior,Engineering
Mark Taylor ,19,0.44,29,Freshman,Early Childhood Education
James Williams,17,3.61,45,Jenior,Marketing
Robert Johnson,14,4.03,38,Jenior,Medical
John Thomas,17,2.7,33,Sophomore,Criminal Justice
David Williams,19,2.6,51,Freshman,Medical
Mary Johnson,15,1.77,4,Jenior,Biology
Daniel Jones,16,1.15,42,Super Senior,Early Childhood Education
Chris Anderson,14,0.35,40,Senior,Early Childhood Education
David Miller,19,0.63,37,Sophomore,Criminal Justice
Kevin West,16,1.64,31,Sophomore,Early College
Jennifer Johnson,15,4.5,35,Freshman,Biology
Jennifer Johnson,15,3.64,10,Freshman,Biology
Chris Johnson,14,4.42,26,Jenior,Engineering
Daniel Anderson,16,2.92,1,Freshman,Early Childhood Education
Mike Williams,14,3.31,9,Jenior,Early Childhood Education
Linda Brown,19,4.18,9,Senior,Engineering
Mike Moore,18,1.66,53,Jenior,Early Childhood Education
Kevin Brown,19,1.93,52,Freshman,Marketing
David West,14,0.6,3,Jenior,Business
James Taylor ,17,2.77,7,Super Senior,Early Childhood Education
Mary West,14,2.86,1,Sophomore,Medical
James Wilson,16,3.49,7,Super Senior,Engineering
Kanye West,14,3.87,39,Freshman,Business
Kevin Johnson,16,2.9,8,Senior,Engineering
Mark Smith,15,4.05,4,Senior,Early College
John Davis,15,1.04,56,Freshman,Medical
Mary Johnson,17,2.48,24,Freshman,Early College
Jennifer Davis,14,2.37,58,Sophomore,Business
Mark West,17,2.89,38,Super Senior,Engineering
Chris Moore,19,4.2,54,Super Senior,Business
Paul Davis,16,4.07,28,Senior,Biology
Linda Brown,16,4.02,2,Super Senior,Early College
Paul Smith,18,4.5,48,Super Senior,Biology
Kevin Brown,17,0.93,47,Sophomore,Early College
John Smith,16,1.89,17,Senior,Business
Mike Moore,17,3.28,1,Senior,Biology
Patricia Thomas,16,4.21,59,Super Senior,Biology
Kanye Davis,16,1.28,28,Sophomore,Business
Patricia West,16,1.12,33,Sophomore,Early College
Mike Moore,14,2.3,39,Sophomore,Engineering
Jennifer Miller,16,0.67,27,Jenior,Medical
Robert Smith,18,0.73,50,Sophomore,Early College
John Williams,14,2.15,53,Freshman,Biology
Elizabeth Jones,15,4.22,52,Jenior,Medical
Kanye Jones,14,1.89,47,Freshman,Early College
James Smith,18,1.77,17,Senior,Criminal Justice
Kanye Thomas,14,2.42,45,Freshman,Marketing
Linda Wilson,19,4.33,37,Freshman,Early Childhood Education
Kevin West,17,0.72,13,Super Senior,Medical
James Miller,18,4.11,43,Senior,Business
Kevin Williams,19,0.95,42,Sophomore,Medical
Kanye Jones,19,1.84,12,Jenior,Medical
Mark Jones,18,2.6,59,Senior,Early College
Kevin Moore,17,1.82,46,Jenior,Marketing
Elizabeth Brown,14,1.5,30,Jenior,Criminal Justice
John Moore,14,2.94,59,Jenior,Early College
Mark West,16,3.32,40,Freshman,Medical
Linda Miller,18,3.6,21,Sophomore,Early College
David Johnson,15,1.56,45,Senior,Criminal Justice
Patricia Thomas,14,4.13,50,Sophomore,Business
Kevin Miller,16,2.34,42,Jenior,Business
Daniel Davis,17,1.49,26,Super Senior,Criminal Justice
Chris Thomas,19,2.64,19,Sophomore,Criminal Justice
Linda Johnson,16,4.25,49,Freshman,Biology
Kanye Thomas,17,3.38,3,Super Senior,Marketing
Kevin Brown,18,3.68,2,Sophomore,Business
Elizabeth Thomas,17,3.9,60,Super Senior,Engineering
Kanye Thomas,14,1.64,12,Sophomore,Business
Mike Anderson,15,3.29,49,Sophomore,Medical
Chris Moore,14,1.9,58,Freshman,Marketing
Linda Wilson,19,0.76,45,Senior,Early Childhood Education
Mary Moore,15,2.77,12,Sophomore,Biology
Kanye Wilson,19,2.39,37,Freshman,Business
Robert Jones,19,3.28,29,Freshman,Medical
Elizabeth Miller,15,2.35,48,Senior,Early College
Patricia Anderson,14,4.18,51,Super Senior,Early Childhood Education
Paul Anderson,16,2.58,11,Senior,Early College
Chris Taylor ,16,1.51,58,Senior,Criminal Justice
Mary Smith,14,1.2,30,Freshman,Early College
Kanye Brown,19,3.46,14,Jenior,Criminal Justice
James Thomas,19,4.5,42,Jenior,Medical
Linda Moore,14,2.28,10,Freshman,Engineering
Chris Anderson,15,4.12,52,Sophomore,Marketing
Mary Taylor ,18,3.07,22,Freshman,Early Childhood Education
John Davis,14,3.07,44,Jenior,Criminal Justice
James Davis,16,3.79,29,Jenior,Marketing
Linda Anderson,18,1.83,57,Senior,Early Childhood Education
Daniel Brown,14,1.05,35,Senior,Early Childhood Education
Paul Jones,17,4.05,46,Sophomore,Business
Linda Wilson,14,3.94,6,Freshman,Engineering
Linda Smith,15,3.82,15,Freshman,Medical
John Miller,16,0.48,49,Super Senior,Engineering
James Davis,17,1.31,11,Senior,Early College
Jennifer Brown,19,0.4,49,Jenior,Marketing
Mark Miller,18,3.92,32,Sophomore,Engineering
Mark Miller,15,1.04,33,Senior,Early College
Kevin Taylor ,14,2.86,2,Jenior,Medical
David Anderson,17,1.84,9,Jenior,Marketing
Kevin Wilson,16,0.65,4,Freshman,Criminal Justice
Mary Thomas,18,1.41,56,Senior,Medical
Paul Thomas,19,0.8,22,Senior,Business
Robert West,16,1.68,37,Freshman,Business
John Jones,19,2.5,43,Senior,Marketing
Mike Miller,15,4.05,57,Super Senior,Medical
Mary Taylor ,14,1.74,40,Senior,Engineering
Linda Miller,17,0.36,45,Jenior,Engineering
Mary Smith,17,3.18,32,Super Senior,Business
Mary Smith,16,3.69,22,Freshman,Early College
Daniel Brown,18,0.6,24,Super Senior,Engineering
Mary Davis,15,3.79,12,Super Senior,Medical
James Moore,17,2.7,47,Super Senior,Early Childhood Education
James Anderson,18,1.1,44,Senior,Biology
Paul Taylor ,15,0.49,36,Freshman,Business
Mark Moore,17,1.24,35,Jenior,Early Childhood Education
Linda Brown,17,4.07,21,Senior,Business
Kevin Moore,15,3.18,30,Jenior,Marketing
Kanye West,16,3.58,25,Jenior,Early College
Mark Jones,19,2.05,31,Jenior,Criminal Justice
Kevin Anderson,15,4.02,48,Jenior,Marketing
Elizabeth West,16,2.66,19,Sophomore,Early College
Mary Johnson,18,1.56,8,Senior,Engineering
Kevin Johnson,15,3.14,22,Super Senior,Business
Mary Anderson,17,3.2,48,Jenior,Medical
Daniel Davis,16,1.8,2,Super Senior,Early Childhood Education
Chris Taylor ,18,4.43,58,Jenior,Business
Daniel Thomas,14,1.3,40,Freshman,Engineering
Elizabeth Taylor ,15,0.5,26,Freshman,Early Childhood Education
Mark Miller,14,2.84,2,Jenior,Biology
Chris Jones,18,1.49,4,Freshman,Biology
Mark Taylor ,16,3.49,6,Freshman,Marketing
Jennifer Thomas,15,4.08,16,Jenior,Criminal Justice
Patricia Thomas,17,3.93,3,Senior,Medical
Kanye Thomas,15,1.71,59,Senior,Criminal Justice
Kevin Thomas,18,3.79,47,Senior,Early Childhood Education
David Anderson,16,3.65,50,Super Senior,Early Childhood Education
Elizabeth Thomas,15,2.85,56,Super Senior,Early College
Mark Anderson,14,3.87,44,Jenior,Medical
Kevin Johnson,19,4.22,18,Senior,Business
Linda Miller,15,3.9,11,Super Senior,Early Childhood Education
Mary Johnson,15,1.01,33,Freshman,Early Childhood Education
Mark Anderson,14,0.38,13,Jenior,Biology
Jennifer Johnson,18,3.13,14,Freshman,Marketing
Robert Brown,19,0.59,7,Freshman,Early College
Patricia Johnson,18,1.9,32,Jenior,Criminal Justice
Kanye Williams,16,2.27,41,Freshman,Criminal Justice
Mark Taylor ,14,4.47,58,Jenior,Engineering
Mike Thomas,17,1.7,22,Freshman,Medical
Mike Anderson,19,2.95,17,Senior,Criminal Justice
David Smith,19,3.43,58,Jenior,Business
James Jones,19,4.26,42,Jenior,Marketing
Daniel Williams,17,3.44,6,Freshman,Early Childhood Education
Robert Taylor ,17,1.56,43,Freshman,Business
Chris Thomas,15,3.31,24,Jenior,Medical
Elizabeth Anderson,15,1.47,60,Jenior,Early College
Chris Smith,18,2.82,49,Jenior,Early Childhood Education
Robert Miller,18,1.46,17,Senior,Medical
Linda Smith,17,1.57,38,Freshman,Medical
Daniel Davis,17,3.68,19,Sophomore,Business
Kanye Moore,18,1.63,18,Sophomore,Early Childhood Education
Linda Smith,15,3.08,37,Freshman,Biology
John Williams,16,1.25,34,Freshman,Early Childhood Education
Kevin Anderson,18,2.49,7,Sophomore,Engineering
Mark Miller,16,2.88,42,Senior,Medical
Kevin Jones,14,3.05,13,Senior,Business
Kevin Brown,19,1.42,46,Jenior,Engineering
Chris Brown,14,4.41,10,Sophomore,Business
Paul Williams,17,2.17,27,Super Senior,Engineering
Mary Anderson,19,3.49,30,Super Senior,Medical
Linda Miller,19,2.42,29,Senior,Marketing
Mike Taylor ,15,0.43,51,Super Senior,Biology
David West,19,4.21,31,Jenior,Marketing
Elizabeth Williams,16,0.98,34,Freshman,Early College
Robert West,17,4.4,57,Freshman,Business
Mike Wilson,17,2.25,19,Jenior,Early College
Patricia Jones,15,0.55,6,Sophomore,Early Childhood Education
David Williams,19,0.37,49,Senior,Early Childhood Education
Mary Williams,17,4.5,20,Super Senior,Biology
Patricia Smith,19,1.65,31,Jenior,Early College
James Wilson,18,1.41,34,Senior,Early Childhood Education
Elizabeth Williams,16,0.72,32,Sophomore,Business
James West,17,0.97,53,Senior,Medical
Patricia Jones,16,3.98,50,Senior,Medical
John Anderson,14,3.94,0,Jenior,Engineering
Kevin Wilson,15,3.35,44,Jenior,Medical
Mike Brown,18,2.01,0,Super Senior,Early College
Paul Miller,17,2.94,44,Sophomore,Criminal Justice
Jennifer Brown,15,3.66,47,Senior,Medical
Daniel Jones,17,2.09,55,Senior,Marketing
Kanye Anderson,14,1.89,46,Freshman,Medical
Robert Williams,15,3.81,50,Super Senior,Early Childhood Education
Daniel Johnson,15,2.83,36,Senior,Biology
John Jones,15,2.39,44,Sophomore,Engineering
Kevin West,17,2.28,19,Jenior,Marketing
David Davis,14,2.95,29,Jenior,Medical
Kevin Johnson,18,1.66,8,Freshman,Criminal Justice
Paul Wilson,14,0.3,28,Jenior,Biology
Patricia Williams,16,1.35,43,Sophomore,Early College
Robert Wilson,18,1.87,2,Super Senior,Early College
Linda Anderson,16,2.02,44,Senior,Early Childhood Education
Jennifer West,16,0.82,36,Super Senior,Biology
Mary Smith,15,4.43,30,Sophomore,Marketing
Kevin Taylor ,18,3.14,60,Freshman,Biology
Daniel Thomas,18,1.14,20,Senior,Early Childhood Education
Linda Smith,17,1.23,1,Freshman,Engineering
Kevin West,19,0.81,41,Jenior,Medical
Patricia Davis,16,3.68,20,Jenior,Medical
Jennifer Smith,19,2.57,8,Senior,Business
Mary Miller,15,3.91,28,Freshman,Engineering
Chris West,17,2.85,35,Freshman,Criminal Justice
Paul Brown,15,3.56,1,Super Senior,Criminal Justice
Mark Brown,16,0.7,28,Jenior,Criminal Justice
Mark Davis,15,3.33,25,Super Senior,Criminal Justice
Daniel Moore,15,2.09,13,Jenior,Business
Elizabeth Smith,19,2.49,15,Jenior,Early College
Mary Wilson,18,1.04,1,Freshman,Early College
Daniel Jones,14,3.6,37,Jenior,Business
Jennifer Brown,18,1.47,4,Freshman,Biology
Paul Thomas,19,2.46,57,Super Senior,Criminal Justice
Mary Williams,15,0.92,54,Senior,Early College
Kanye Smith,16,0.37,28,Super Senior,Criminal Justice
Jennifer Anderson,19,1.57,34,Freshman,Early Childhood Education
Daniel Taylor ,18,0.61,59,Super Senior,Marketing
Paul Wilson,16,0.3,2,Senior,Marketing
Mike Davis,16,1.88,44,Freshman,Early College
Patricia Williams,14,3.91,33,Freshman,Business
Chris Moore,16,2.46,56,Super Senior,Early Childhood Education
John Davis,17,1.05,36,Freshman,Biology
Mike West,19,4.33,0,Senior,Business
Elizabeth Anderson,15,0.63,5,Sophomore,Early Childhood Education
Patricia Taylor ,19,0.3,25,Super Senior,Medical
Kevin Moore,14,4.39,28,Jenior,Marketing
Chris Wilson,19,3.46,22,Super Senior,Early Childhood Education
Kevin West,15,0.57,39,Senior,Marketing
Robert Taylor ,19,3.33,3,Freshman,Business
Linda Brown,19,0.3,57,Sophomore,Engineering
Jennifer Thomas,15,3.6,53,Freshman,Biology
Jennifer Miller,15,0.94,57,Senior,Early College
Mike Thomas,17,3.14,53,Sophomore,Marketing
Elizabeth Brown,14,3.65,28,Super Senior,Engineering
Mark Wilson,16,3.66,19,Freshman,Business
Daniel Thomas,19,3.28,10,Jenior,Business
Chris West,18,3.15,22,Jenior,Criminal Justice
Chris Wilson,19,2.39,12,Super Senior,Biology
Mike Brown,16,3.94,16,Senior,Medical
Jennifer Brown,16,1.72,26,Super Senior,Biology
Mike Jones,15,2.6,52,Freshman,Early College
Jennifer Williams,18,1.11,9,Senior,Medical
Mark Davis,18,1.93,3,Freshman,Business
Jennifer Jones,15,2.91,44,Jenior,Medical
Jennifer Jones,14,0.67,26,Freshman,Business
Kevin Taylor ,14,4.39,40,Jenior,Early College
Chris Moore,17,4.03,12,Freshman,Criminal Justice
Kevin Anderson,16,0.48,32,Sophomore,Early Childhood Education
Mary Davis,16,2.63,48,Senior,Business
John Taylor ,15,2.82,42,Senior,Business
John Thomas,18,3.63,51,Jenior,Early College
